code	add	bits	bitsParamSave	bitsSave	descGroupIDs	descGroupNegative	descGroupPositive	descGroupStringAdd	descNegative	descPositive	descStringAdd	descfunc	descpriority	descval	dgrp	dgrpfunc	dgrpval	saveParamBits	stat	mapped_fields	mapping_confidence
283	0	7							%d%% Chance to cast level %d %s when Attacked	%d%% Chance to cast level %d %s when Attacked		15	205					17	item_skillongetmeleed	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
284	0	7							%d%% Chance to cast level %d %s when Struck by a Missile	%d%% Chance to cast level %d %s when Struck by a Missile		15	205					17	item_skillongetmissilehit	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
288	1	2							\orange;Orb Effects Applied to this Item are Quadrupled	\orange;Blood Hatred does not cost you life		3	240	0					si_1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
289	0	8							\dgreen;Orb Effects Applied to this Item are Doubled\blue;	\dgreen;Orb Effects Applied to this Item are Doubled\blue;		36	234	0					item_multimo	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
290	0	8																10	item_mocount	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
291	0	8																	skill_justkilledsomeone	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
292	0	7							%d%% Chance to cast level %d %s on Death Blow	%d%% Chance to cast level %d %s on Death Blow		15	204					17	item_skillonanykill	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
294	0	8							\dgreen;Allows Runewords up to Level	\dgreen;Allows Runewords up to Level		3	236	2					runeword_level	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
295	500	11							Mana on Melee Attack	Mana on Melee Attack		1	42	1					item_manaonstrikingmelee	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
297	1	2																	W_M	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
298	0	5																	tp_lock	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
299	0	9							\grey;Current Strength Damage Bonus:	\grey;Current Strength Damage Bonus:		2	253	2					strength_bonus_wpn	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
300	0	9							Additional Dexterity Damage Bonus:	Additional Dexterity Damage Bonus:		2	194	2					dexterity_bonus_wpn	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
304	24	7																	statX_1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
305	500	10																	item_pierce_cold	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
306	500	10																	item_pierce_fire	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
307	500	10																	item_pierce_ltng	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
308	500	10																	item_pierce_pois	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
309	2048	12							%s Cooldown Decreased by %.1g	%s Cooldown Reduced by %.1g		33	174	2				17	skill_cooldown_reduce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
310	24	7																	is_1337	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
313	0	10																	darkportal	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
314	1	2																	carry1_grp1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
315	0	8																	firelength	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
316	0	8										3		0					burningmin	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
317	0	8										3		0					burningmax	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
324	0	6																	item_extra_charges	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
329	200	10			330,331,332,357	to Spell Damage	to Spell Damage		to Fire Spell Damage	to Fire Spell Damage		4	138	1	5	4	1		passive_fire_mastery	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
330	200	10			329,331,332,357	to Spell Damage	to Spell Damage		to Lightning Spell Damage	to Lightning Spell Damage		4	136	1	5	4	1		passive_ltng_mastery	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
331	200	10			329,330,332,357	to Spell Damage	to Spell Damage		to Cold Spell Damage	to Cold Spell Damage		4	134	1	5	4	1		passive_cold_mastery	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
332	200	10			329,330,331,357	to Spell Damage	to Spell Damage		to Poison Spell Damage	to Poison Spell Damage		4	132	1	5	4	1		passive_pois_mastery	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
333	100	8			334,335,336	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Fire Resistance	to Enemy Fire Resistance		20	137	1	6	20	1		passive_fire_pierce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
334	100	8			333,335,336	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Lightning Resistance	to Enemy Lightning Resistance		20	135	1	6	20	1		passive_ltng_pierce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
335	100	8			333,334,336	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Cold Resistance	to Enemy Cold Resistance		20	133	1	6	20	1		passive_cold_pierce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
336	100	8			333,334,335	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Poison Resistance	to Enemy Poison Resistance		20	131	1	6	20	1		passive_pois_pierce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
337	0	8																	passive_critical_strike	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
338	0	7			339,340	Chance to Avoid Damage	Chance to Avoid Damage		Avoid Damage	Avoid Damage		2	50	1	8	2	1		passive_dodge	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
339	0	7			338,340	Chance to Avoid Damage	Chance to Avoid Damage		Avoid Damage	Avoid Damage		2	49	1	8	2	1		passive_avoid	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
340	0	7			338,339	Chance to Avoid Damage	Chance to Avoid Damage		Avoid Damage	Avoid Damage		2	48	1	8	2	1		passive_evade	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
341	0	8																	passive_warmth	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
342	0	8																	passive_mastery_melee_th	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
343	0	8				ModitemPeril	ModitemPeril								4	3	0		passive_mastery_melee_dmg	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
344	0	8																	passive_mastery_melee_crit	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
345	0	8																	passive_mastery_throw_th	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
346	0	8																	passive_mastery_throw_dmg	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
347	0	8																	passive_mastery_throw_crit	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
348	0	8																	passive_weaponblock	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
349	0	9																	passive_summon_resist	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
356	0	2																	questitemdifficulty	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
357	200	10			329,330,331,332	to Spell Damage	to Spell Damage		to Physical/Magic Spell Damage	to Physical/Magic Spell Damage		4	140	1	5	4	1		passive_pm_mastery	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
358	100	8							to Enemy Magic Resistance	to Enemy Magic Resistance		20	141	1					passive_mag_pierce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
359	100	9			360,361,362		to All Attributes		to Strength	to Strength		2	90	1	3	2	1		item_strength_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
360	100	9			359,361,362		to All Attributes		to Dexterity	to Dexterity		2	89	1	3	2	1		item_dexterity_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
361	100	9			359,360,362		to All Attributes		to Energy	to Energy		2	87	1	3	2	1		item_energy_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
362	100	9			359,360,361		to All Attributes		to Vitality	to Vitality		2	88	1	3	2	1		item_vitality_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
363	50	8							Slows Attacker by	Slows Attacker by		2	114	2					item_slowthorns	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
364	25	7							Attacker Flees after Striking	Attacker Flees after Striking		2	118	2					item_howlthorns	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
365	5	5							Freezes attacker	Freezes attacker		12	116	2					item_freezethorns	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
366	50	8							Blinds Attacker	Blinds Attacker		12	120	2					item_stupiditythorns	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
367	0	11			128,368		Attacker Takes Elemental Damage of		Attacker Takes Cold Damage of	Attacker Takes Cold Damage of		3	26	2	14	3	2		item_attackertakescolddamage	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
368	0	11			128,367		Attacker Takes Elemental Damage of		Attacker Takes Fire Damage of	Attacker Takes Fire Damage of		3	28	2	14	3	2		item_attackertakesfiredamage	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
371	0	7							\orange;Amazing Grace\grey;	\orange;Amazing Grace\grey;		3	247	0				17	item_amazinggrace	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
372	0	1							\dgrey;Cannot be Unsocketed\blue;	\dgrey;Cannot be Unsocketed\blue;			4	0					item_nounsock	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
373	300	9																	passive_phys_pierce	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
374	50	10																	trap_chain	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
375	0	15										31	241	0				15	desc_top	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
377	0	15										31	3	0				15	desc_bottom	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
378	0	15										31	232	0				15	desc_less_top	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
379	0	5										3		0					deathlord_penalty	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
380	100	9							Bonus Damage to Bloodlust	Bonus Damage to Bloodlust		4	195	1					passive_bloodlust_dmgpct	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
381	50	8							Bonus Elemental Damage to Bloodlust	Bonus Elemental Damage to Bloodlust		4	195	1					passive_bloodlust_elempct	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
382	1001	14																12	special_syn_conversion	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
383	1001	14																12	special_syn1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
384	0	8																	near_resurrected	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
385	0	15										34	241	0				15	desc_orange	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
386	0	8																	witchberry_lifeheal	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
387	100	9							Bonus Damage to Mark of the Wild	Bonus Damage to Mark of the Wild		4	195	1					passive_motw_dmgpct	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
388	50	8							Bonus Elemental Damage to Mark of the Wild	Bonus Elemental Damage to Mark of the Wild		4	195	1					passive_motw_elempct	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
389	0	10							Duration Bonus to Mark of the Wild	Duration Bonus to Mark of the Wild		2	195	1					passive_motw_duration	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
390	0	5							\green;Already Enchanted	\green;Already Enchanted		3	248	0					is_enchanted	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
391	0	5							\green;Mirrored	\green;Mirrored		3	249	0					is_mirrored	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
393	1001	14																12	special_syn2	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
395	1	3																	weapon_count	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
396	1001	14																12	special_syn3	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
397	1001	14																12	special_syn4	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
398	0	5																	yshari_enable	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
399	1001	14																12	special_syn5	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
400	1001	14																12	special_syn6	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
404	0	10							to Fire Spell Damage	to Fire Spell Damage	(Based on Character Level)	7	138	1					passive_fire_mastery_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
405	0	10							to Lightning Spell Damage	to Lightning Spell Damage	(Based on Character Level)	7	136	1					passive_ltng_mastery_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
406	0	10							to Cold Spell Damage	to Cold Spell Damage	(Based on Character Level)	7	134	1					passive_cold_mastery_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
407	0	10							to Poison Spell Damage	to Poison Spell Damage	(Based on Character Level)	7	132	1					passive_pois_mastery_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
409	100	8							Skill Duration	Skill Duration		2	168	1					skill_duration	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
410		4							\yellow;Prefixes:	\yellow;Prefixes:		3	253	2					is_prefix	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
411		4							\yellow;Suffixes:	\yellow;Suffixes:		3	252	2					is_suffix	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
414	50	9							Bonus to Summoned Edyrem Life	Bonus to Summoned Edyrem Life		4	173	1					skill_edyrem_hp_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
415	0	12							\grey;Innate Fire Damage: \red;%d\grey; (%.1f%% of %s)	\grey;Innate Fire Damage: \red;%d\grey; (%.1f%% of %s)		35	254	0				16	ied_display	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
417	0	16																5	ele_divisor	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
418	0	2							\orange;Can Be Upgraded with Black Road Challenge	\orange;Can Be Upgraded with Black Road Challenge		3	225	0					item_needschallenged	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
419	0	10																	goblincurse	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
421	0	4																	scosglen_check	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
422		8							Current Bonus:	Current Bonus:		2	194	2					BoneChimesDisplay1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
423		8																	BoneChimesValue	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
424		8																	BoneChimesDummy	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
425		5																	alchemy_oil_counter	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
427	0	9							Activation Frequency	Activation Frequency		2	126	2					afreq	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
428	5	6							to Maximum Exodia Minions	to Maximum Exodia Minions		1	132	1					item_exodia_max	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
429	5	6							to Maximum Paladin Minions	to Maximum Paladin Minions		1	197	1					item_paladin_max	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
431	100	9							Bonus to Poison Skill Duration	Bonus to Poison Skill Duration		4	195	1					skill_poison_dur	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
432	1	10																	minion_effect_bonus	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
439	0	9							Life when Struck by an Enemy	Life when Struck by an Enemy		1	20	1					item_healwhenstruck	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
440	0	9							Mana when Struck by an Enemy	Mana when Struck by an Enemy		1	19	1					item_manawhenstruck	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
441	5	6							to Maximum Necromancer Minions	to Maximum Necromancer Minions		1	195	1					passive_aura_addmax	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
442	0	9							Additional Strength Damage Bonus:	Additional Strength Damage Bonus:		2	194	2					str_bonus_blue	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
443	0	5							\green;Already Upgraded	\green;Already Upgraded		3	249	0					item_upgraded	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
444	100	9							Penalty to Summoned Minion Life	to Summoned Minion Life		4	105	1					skill_minion_hp_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
445	0	6							to Maximum Barbarian Minions	to Maximum Barbarian Minions		1	196	1					skill_ancientspirits_synergy	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
446	0	8							Damage to Protector Spirit Bloodlust	Damage to Protector Spirit Bloodlust		4	195	1					skill_shamanspath_synergy	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
447	0	9							Restored:	Restored:		7	234	2					trophy_fragmentation	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
448	100	8																	potion_efficiency	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
449	1001	14								%s Maximum Skill Level Increased by %d		37	234	2				12	special_skillcap	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
450	0	5																	trophy_counter	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
452	1	5																	cube_upgrade_1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
453	1	5																	cube_upgrade_2	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
454	1	5																	cube_upgrade_3	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
455	1	5																	cube_upgrade_4	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
456	1	5																	dummy_potion_stat	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
457	0	10																	enabler	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
458	1	5																	cube_upgrade_10	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
459	1	5																	cube_upgrade_11	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
460	1	5																	cube_upgrade_12	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
462	0	8							Damage to Vessel of Justice	Damage to Vessel of Justice		4	187	1					skill_voj_mastery	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
463	0	5																	item_class_spec	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
