#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
M7+	\orange;Spiritual Shrine (3)		2	0	2		5	0	0													prsh		
M8+	\orange;Spiritual Shrine (2)		2	0	2		5	0	0													prsh		
M9+	\orange;Spiritual Shrine (1)		2	0	2		5	0	0													prsh		
N0+	\orange;Magical Shrine (10)		2	0	2		5	0	0													prsh,flsh		
N0+S	\orange;Magical Vessel		2	0	2		1	0	0													shco		
N1+	\orange;Magical Shrine (9)		2	0	2		5	0	0													prsh		
N2+	\orange;Magical Shrine (8)		2	0	2		5	0	0													prsh		
N3+	\orange;Magical Shrine (7)		2	0	2		5	0	0													prsh		
N4+	\orange;Magical Shrine (6)		2	0	2		5	0	0													prsh		
N5+	\orange;Magical Shrine (5)		2	0	2		5	0	0													prsh		
N6+	\orange;Magical Shrine (4)		2	0	2		5	0	0													prsh		
N7+	\orange;Magical Shrine (3)		2	0	2		5	0	0													prsh		
N8+	\orange;Magical Shrine (2)		2	0	2		5	0	0													prsh		
N9+	\orange;Magical Shrine (1)		2	0	2		5	0	0													prsh		
O0+	\orange;Enchanted Shrine (10)		2	0	2		5	0	0													prsh,flsh		
O0+S	\orange;Enchanted Vessel		2	0	2		1	0	0													shco		
O1+	\orange;Enchanted Shrine (9)		2	0	2		5	0	0													prsh		
O2+	\orange;Enchanted Shrine (8)		2	0	2		5	0	0													prsh		
O3+	\orange;Enchanted Shrine (7)		2	0	2		5	0	0													prsh		
O4+	\orange;Enchanted Shrine (6)		2	0	2		5	0	0													prsh		
O5+	\orange;Enchanted Shrine (5)		2	0	2		5	0	0													prsh		
O6+	\orange;Enchanted Shrine (4)		2	0	2		5	0	0													prsh		
O7+	\orange;Enchanted Shrine (3)		2	0	2		5	0	0													prsh		
O8+	\orange;Enchanted Shrine (2)		2	0	2		5	0	0													prsh		
O9+	\orange;Enchanted Shrine (1)		2	0	2		5	0	0													prsh		
Q0+	\orange;Hidden Shrine (10)		2	0	2		5	0	0													prsh,flsh		
Q0+S	\orange;Hidden Vessel		2	0	2		1	0	0													shco		
Q1+	\orange;Hidden Shrine (9)		2	0	2		5	0	0													prsh		
Q2+	\orange;Hidden Shrine (8)		2	0	2		5	0	0													prsh		
Q3+	\orange;Hidden Shrine (7)		2	0	2		5	0	0													prsh		
Q4+	\orange;Hidden Shrine (6)		2	0	2		5	0	0													prsh		
Q5+	\orange;Hidden Shrine (5)		2	0	2		5	0	0													prsh		
Q6+	\orange;Hidden Shrine (4)		2	0	2		5	0	0													prsh		
Q7+	\orange;Hidden Shrine (3)		2	0	2		5	0	0													prsh		
Q8+	\orange;Hidden Shrine (2)		2	0	2		5	0	0													prsh		
Q9+	\orange;Hidden Shrine (1)		2	0	2		5	0	0													prsh		
R0+	\orange;Trinity Shrine (10)		2	0	2		5	0	0													prsh,flsh		
R0+S	\orange;Trinity Vessel		2	0	2		1	0	0													shco		
R1+	\orange;Trinity Shrine (9)		2	0	2		5	0	0													prsh		
R2+	\orange;Trinity Shrine (8)		2	0	2		5	0	0													prsh		
R3+	\orange;Trinity Shrine (7)		2	0	2		5	0	0													prsh		
R4+	\orange;Trinity Shrine (6)		2	0	2		5	0	0													prsh		
R5+	\orange;Trinity Shrine (5)		2	0	2		5	0	0													prsh		
R6+	\orange;Trinity Shrine (4)		2	0	2		5	0	0													prsh		
R7+	\orange;Trinity Shrine (3)		2	0	2		5	0	0													prsh		
R8+	\orange;Trinity Shrine (2)		2	0	2		5	0	0													prsh		
R9+	\orange;Trinity Shrine (1)		2	0	2		5	0	0													prsh		
Ysh1	Arcane Seal		1	0	2		4	0	0													###1		
Ysh2	Necklace		1	0	2		4	0	0													###2		
[01	\gold;Lord of Lies Trophy		1	0	2		1	0	0													thng,trph		
[02	\gold;Legacy of Blood Trophy		1	0	2		1	0	0													thng,trph		
[03	\gold;Judgement Day Trophy		1	0	2		1	0	0													thng,trph		
[04	\gold;Yshari Sanctum Trophy		1	0	2		1	0	0													thng,trph		
[05	\gold;Kingdom of Shadow Trophy		1	0	2		1	0	0													thng,trph		
[06	\gold;Duncraig Trophy		1	0	2		1	0	0													thng,trph		
[07	\gold;Xazax Trophy		1	0	2		1	0	0													thng,trph		
[08	\gold;The Veiled Prophet Trophy		1	0	2		1	0	0													thng,trph		
[09	\gold;Tran Athulua Trophy		1	0	2		1	0	0													thng,trph		
[10	\gold;Quov Tsin Trophy		1	0	2		1	0	0													thng,trph		
[11	\gold;Astrogha Trophy		1	0	2		1	0	0													thng,trph		
[12	\gold;Heart of Sin Trophy		1	0	2		1	0	0													thng,trph		
[13	\gold;Viz-jun Trophy		1	0	2		1	0	0													thng,trph		
[14	\gold;Archbishop Lazarus Trophy		1	0	2		1	0	0													thng,trph		
[15	\gold;The Triune Trophy		1	0	2		1	0	0													thng,trph		
[16	\gold;Nephalem's Sacrifice Trophy		1	0	2		1	0	0													thng,trph		
[17	\gold;Banisher of Light Trophy		1	0	2		1	0	0													thng,trph		
[18	\gold;Ghosts of Old Bremmtown Trophy		1	0	2		1	0	0													thng,trph		
[19	\gold;The Void Trophy		1	0	2		1	0	0													thng,trph		
[20	\gold;Eve of Destruction Trophy		1	0	2		1	0	0													thng,trph		
\\1	\purple;Great Rainbow Stone		1	0	2		1	0	0													thng		
\\2	\purple;Great Skull		1	0	2		1	0	0													thng		
\\3	\purple;Great Topaz		1	0	2		1	0	0													thng		
\\4	\purple;Great Sapphire		1	0	2		1	0	0													thng		
\\5	\purple;Great Ruby		1	0	2		1	0	0													thng		
\\6	\gold;Golden Cycle		1	0	2		1	0	0													cyc3,cycl		
\\7	\grey;Quest Item\n\gold;Tome of Possession		2	0	2		1	0	0													grtz		
\\8	Corrupted Wormhole		1	0	2		1	0	0													grtz		
a55	Optical Detector		1	0	2		1	0	0													grtz		
a56	Azmodan's Heart		1	0	2		1	0	0													grtz		
a57	Visions of Akarat		1	0	2		1	0	0													grtz		
a58	Scroll of Kings		1	0	2		1	0	0													grtz		
a59	Laser Focus Crystal		1	0	2		1	0	0													grtz		
a60	The Butcher's Tooth		1	0	2		1	0	0													grtz		
a61	Sacred Worldstone Key		2	0	2		1	0	0													grtz		
a66	Idol of Vanity		2	0	2		1	0	0													grtz		
a67	unused		1	0	2		1	0	0													thng		
a68	Horazon's Focus		1	0	2		1	0	0													grtz		
ab!	Astrogha's Venom Stinger		1	0	2		1	0	0													grtz		
adi	Legacy of Blood		1	0	2		1	0	0													grtz		
amu	Amulet		1	0	2		4	0	0													amul		
aq!	Silver Seal of Ureh		1	0	2		1	0	0													grtz		
aqv	Arrow Quiver		3	0	2	100	1	0	0													bowq	2	
ass	Right Click to learn skill of your choice\nBook of Skill		2	0	2		999	0	0										1			ques		
asx	\orange;Arcane Cluster		1	0	2		1	0	0													thng		
az!	Fool's Gold		1	0	2		1	0	0													grtz		
b@b	\red;Goodberry		1	0	2		1	0	0													hpot		
bbb	Lam Esen's Tome		2	0	2		0	0	0										1			ques		
bkd	Key to the Cairn Stones		2	0	2		0	0	0										1			ques		
bks	Scroll of Inifuss		2	0	2		0	0	0										1			ques		
blol	Spirit of Creation		1	0	2		1	0	0													grtz		
bob	FLYING POLAR BUFFALO ERROR		2	0	2		1	0	0													grtz		
box	Horadric Cube		2	0	2		0	0	0													ques		
bpl	FLYING POLAR BUFFALO ERROR		1	0	2	5	1	0	0													mpot		
bps	FLYING POLAR BUFFALO ERROR		1	0	2	5	1	0	0													mpot		
brc1	unused		1	0	2		0	0	0													thng		
brc2	unused		1	0	2		0	0	0													thng		
brc3	unused		1	0	2		0	0	0													thng		
brc4	unused		1	0	2		0	0	0													thng		
brc5	unused		1	0	2		0	0	0													thng		
brc6	unused		1	0	2		0	0	0													thng		
brz	Brain		1	0	2		1	0	0													body		
bt01	unused		1	0	2		0	0	0													poti		
bt02	unused		1	0	2		0	0	0													poti		
bt03	unused		1	0	2		0	0	0													poti		
bt04	unused		1	0	2		0	0	0													poti		
bt05	unused		1	0	2		0	0	0													poti		
bt06	unused		1	0	2		0	0	0													poti		
bt07	unused		1	0	2		0	0	0													poti		
bt99	unused		1	0	2		1	0	0													grtz		
bxa	Soul of Kabraxis		1	0	2		1	0	0													grtz		
c@c	(Sorceress Only)\n\red;Moon Symbol		1	0	2		1	0	0													poti		
cm1	\orange;Cycle		1	0	2		4	0	0													scha		
cm2	\orange;Cycle		2	0	2		8	0	0													mcha		
cm3	\orange;Cycle		3	0	2		12	0	0													lcha		
cotw	Relic		1	0	2		8	0	0													reli		
cqv	Bolt Quiver		3	0	2	60	1	0	0													xboq	2	
cr01	Quest Item\n\gold;Charged Riftstone (\green;1\gold;)		1	0	2		1	0	0													thng		
cr02	Quest Item\n\gold;Charged Riftstone (\green;2\gold;)		1	0	2		1	0	0													thng		
cr03	Quest Item\n\gold;Charged Riftstone (\green;3\gold;)		1	0	2		1	0	0													thng		
cr04	Quest Item\n\gold;Charged Riftstone (\green;4\gold;)		1	0	2		1	0	0													thng		
cr05	Quest Item\n\gold;Charged Riftstone (\green;5\gold;)		1	0	2		1	0	0													thng		
cr06	Quest Item\n\gold;Charged Riftstone (\orange;1\gold;)		1	0	2		1	0	0													thng		
cr07	Quest Item\n\gold;Charged Riftstone (\orange;2\gold;)		1	0	2		1	0	0													thng		
cr08	Quest Item\n\gold;Charged Riftstone (\orange;3\gold;)		1	0	2		1	0	0													thng		
cr09	Quest Item\n\gold;Charged Riftstone (\orange;4\gold;)		1	0	2		1	0	0													thng		
cr10	Quest Item\n\gold;Charged Riftstone (\orange;5\gold;)		1	0	2		1	0	0													thng		
cr11	Quest Item\n\gold;Charged Riftstone (\red;6\gold;)		1	0	2		1	0	0													thng		
cr12	Quest Item\n\gold;Charged Riftstone (\red;7\gold;)		1	0	2		1	0	0													thng		
cr13	Quest Item\n\gold;Charged Riftstone (\red;8\gold;)		1	0	2		1	0	0													thng		
cr14	Quest Item\n\gold;Charged Riftstone (\red;9\gold;)		1	0	2		1	0	0													thng		
cr15	Quest Item\n\gold;Charged Riftstone (\red;10\gold;)		1	0	2		1	0	0													thng		
cy01	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy02	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy03	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy04	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy05	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy06	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy07	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy08	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy09	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy10	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy11	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy12	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy13	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy14	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy15	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy16	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy17	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy18	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy19	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy20	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy21	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy22	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy23	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy24	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy25	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy26	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy27	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy28	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
cy29	\orange;Small Cycle		1	0	2		1	0	0													cyc1,cycl		
cy30	\orange;Medium Cycle		2	0	2		1	0	0													cyc2,cycl		
cy31	\orange;Large Cycle		3	0	2		1	0	0													cyc3,cycl		
dg01	Item Design		2	0	2		1	0	0													dsgn		
dg02	Item Design		2	0	2		1	0	0													dsgn		
dg03	Item Design		2	0	2		1	0	0													dsgn		
dog	Apple		1	0	2		1	0	0													poti		
dr01	Quest Item\n\gold;Depleted Riftstone (\green;1\gold;)		1	0	2		1	0	0													thng		
dr02	Quest Item\n\gold;Depleted Riftstone (\green;2\gold;)		1	0	2		1	0	0													thng		
dr03	Quest Item\n\gold;Depleted Riftstone (\green;3\gold;)		1	0	2		1	0	0													thng		
dr04	Quest Item\n\gold;Depleted Riftstone (\green;4\gold;)		1	0	2		1	0	0													thng		
dr05	Quest Item\n\gold;Depleted Riftstone (\green;5\gold;)		1	0	2		1	0	0													thng		
dr06	Quest Item\n\gold;Depleted Riftstone (\orange;1\gold;)		1	0	2		1	0	0													thng		
dr07	Quest Item\n\gold;Depleted Riftstone (\orange;2\gold;)		1	0	2		1	0	0													thng		
dr08	Quest Item\n\gold;Depleted Riftstone (\orange;3\gold;)		1	0	2		1	0	0													thng		
dr09	Quest Item\n\gold;Depleted Riftstone (\orange;4\gold;)		1	0	2		1	0	0													thng		
dr10	Quest Item\n\gold;Depleted Riftstone (\orange;5\gold;)		1	0	2		1	0	0													thng		
dr11	Quest Item\n\gold;Depleted Riftstone (\red;6\gold;)		1	0	2		1	0	0													thng		
dr12	Quest Item\n\gold;Depleted Riftstone (\red;7\gold;)		1	0	2		1	0	0													thng		
dr13	Quest Item\n\gold;Depleted Riftstone (\red;8\gold;)		1	0	2		1	0	0													thng		
dr14	Quest Item\n\gold;Depleted Riftstone (\red;9\gold;)		1	0	2		1	0	0													thng		
dr15	Quest Item\n\gold;Depleted Riftstone (\red;10\gold;)		1	0	2		1	0	0													thng		
dtm	\grey;Cube Reagent\n\orange;Dark Tome		2	0	2		0	0	0													thng		
dy01	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy02	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy03	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy04	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy05	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy06	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy07	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy08	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy09	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy10	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy11	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy12	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy13	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy14	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy15	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy16	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy17	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy18	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy19	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy20	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy21	\orange;Mystic Dye		1	0	2		1	0	0													thng		
dy99	\orange;Mystic Dye		1	0	2		1	0	0													thng		
ear	Ear		1	0	2		1	0	0													play		
ebx	Vial of Elder Blood		1	0	2		1	0	0													grtz		
eby	Dimensional Key		1	0	2		1	0	0													grtz		
ebz	Amulet		1	0	2		4	0	0													xxx4		
elx	Elixir		1	0	2		4	0	0													elix		
en11	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en12	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en13	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en14	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en15	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en16	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en17	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en18	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en19	\orange;Scroll of Enchantment: Helmet		1	0	2		1	0	0													thng		
en21	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en22	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en23	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en24	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en25	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en26	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en27	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en28	\orange;Scroll of Enchantment: Body Armor		1	0	2		1	0	0													thng		
en31	\orange;Scroll of Enchantment: Gloves		1	0	2		1	0	0													thng		
en32	\orange;Scroll of Enchantment: Gloves		1	0	2		1	0	0													thng		
en33	\orange;Scroll of Enchantment: Gloves		1	0	2		1	0	0													thng		
en34	\orange;Scroll of Enchantment: Gloves		1	0	2		1	0	0													thng		
en35	\orange;Scroll of Enchantment: Gloves		1	0	2		1	0	0													thng		
en36	\orange;Scroll of Enchantment: Gloves		1	0	2		1	0	0													thng		
en41	\orange;Scroll of Enchantment: Boots		1	0	2		1	0	0													thng		
en42	\orange;Scroll of Enchantment: Boots		1	0	2		1	0	0													thng		
en43	\orange;Scroll of Enchantment: Boots		1	0	2		1	0	0													thng		
en44	\orange;Scroll of Enchantment: Boots		1	0	2		1	0	0													thng		
en45	\orange;Scroll of Enchantment: Boots		1	0	2		1	0	0													thng		
en46	\orange;Scroll of Enchantment: Boots		1	0	2		1	0	0													thng		
en51	\orange;Scroll of Enchantment: Belt		1	0	2		1	0	0													thng		
en52	\orange;Scroll of Enchantment: Belt		1	0	2		1	0	0													thng		
en53	\orange;Scroll of Enchantment: Belt		1	0	2		1	0	0													thng		
en54	\orange;Scroll of Enchantment: Belt		1	0	2		1	0	0													thng		
en55	\orange;Scroll of Enchantment: Belt		1	0	2		1	0	0													thng		
en56	\orange;Scroll of Enchantment: Belt		1	0	2		1	0	0													thng		
en61	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en62	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en63	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en64	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en65	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en66	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en67	\orange;Scroll of Enchantment: Amulet		1	0	2		1	0	0													thng		
en71	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en72	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en73	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en74	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en75	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en76	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en77	\orange;Scroll of Enchantment: Ring		1	0	2		1	0	0													thng		
en81	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en82	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en83	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en84	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en85	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en86	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en87	\orange;Scroll of Enchantment: Class Charm		1	0	2		1	0	0													thng		
en91	\orange;Scroll of Enchantment: Staff		1	0	2		1	0	0													thng		
en92	\orange;Scroll of Enchantment: Weapon		1	0	2		1	0	0													thng		
en93	\orange;Scroll of Enchantment: Weapon		1	0	2		1	0	0													thng		
en94	\orange;Scroll of Enchantment: Weapon		1	0	2		1	0	0													thng		
en95	\orange;Scroll of Enchantment: Weapon		1	0	2		1	0	0													thng		
et1	unused		1	0	2		1	0	0													hpot		
ey2	unused		1	0	2		1	0	0													hpot		
ey3	unused		1	0	2		1	0	0													hpot		
ey4	unused		1	0	2		1	0	0													hpot		
ey9	unused		1	0	2		1	0	0													hpot		
eyz	Eye		1	0	2		1	0	0													body		
flg	Flag		2	0	2		1	0	0													body		
fng	Fang		1	0	2		1	0	0													body		
g$a	\purple;Chipped Onyx		1	0	2		2	0	0													gemq,gem0		
g$b	\purple;Flawed Onyx		1	0	2		3	0	0													gemq,gem1		
g$c	\purple;Onyx		1	0	2		4	0	0													gemq,gem2		
g$d	\purple;Flawless Onyx		1	0	2		5	0	0													gemq,gem3		
g$e	\purple;Perfect Onyx		1	0	2		6	0	0													gemq,gem4		
g34	The Golden Bird		2	0	2		0	0	0										1			ques		
gcb	\purple;Chipped Sapphire		1	0	2		4	0	0													gems,gem0		
gcg	\purple;Chipped Emerald		1	0	2		5	0	0													geme,gem0		
gcr	\purple;Chipped Ruby		1	0	2		6	0	0													gemr,gem0		
gcv	\purple;Chipped Amethyst		1	0	2		2	0	0													gema,gem0		
gcw	\purple;Chipped Diamond		1	0	2		7	0	0													gemd,gem0		
gcy	\purple;Chipped Topaz		1	0	2		3	0	0													gemt,gem0		
gfb	\purple;Flawed Sapphire		1	0	2		5	0	0													gems,gem1		
gfg	\purple;Flawed Emerald		1	0	2		6	0	0													geme,gem1		
gfr	\purple;Flawed Ruby		1	0	2		7	0	0													gemr,gem1		
gfv	\purple;Flawed Amethyst		1	0	2		3	0	0													gema,gem1		
gfw	\purple;Flawed Diamond		1	0	2		8	0	0													gemd,gem1		
gfy	\purple;Flawed Topaz		1	0	2		4	0	0													gemt,gem1		
glb	\purple;Flawless Sapphire		1	0	2		7	0	0													gems,gem3		
gld	Gold		1	0	2		1	0	0													gold		
glg	\purple;Flawless Emerald		1	0	2		8	0	0													geme,gem3		
glr	\purple;Flawless Ruby		1	0	2		9	0	0													gemr,gem3		
glw	\purple;Flawless Diamond		1	0	2		10	0	0													gemd,gem3		
gly	\purple;Flawless Topaz		1	0	2		6	0	0													gemt,gem3		
gpb	\purple;Perfect Sapphire		1	0	2		8	0	0													gems,gem4		
gpg	\purple;Perfect Emerald		1	0	2		9	0	0													geme,gem4		
gpr	\purple;Perfect Ruby		1	0	2		10	0	0													gemr,gem4		
gpv	\purple;Perfect Amethyst		1	0	2		6	0	0													gema,gem4		
gpw	\purple;Perfect Diamond		1	0	2		11	0	0													gemd,gem4		
gpy	\purple;Perfect Topaz		1	0	2		7	0	0													gemt,gem4		
gsb	\purple;Sapphire		1	0	2		6	0	0													gems,gem2		
gsg	\purple;Emerald		1	0	2		7	0	0													geme,gem2		
gsr	\purple;Ruby		1	0	2		8	0	0													gemr,gem2		
gsv	\purple;Amethyst		1	0	2		4	0	0													gema,gem2		
gsw	\purple;Diamond		1	0	2		9	0	0													gemd,gem2		
gsy	\purple;Topaz		1	0	2		5	0	0													gemt,gem2		
gzv	\purple;Flawless Amethyst		1	0	2		5	0	0													gema,gem3		
hnrx	Cube Reagent\n\orange;Mark of Infusion		1	0	2		1	0	0													thng		
hp1	Minor Healing Potion		1	0	2		1	0	0													hpot		
hp2	Light Healing Potion		1	0	2		1	0	0													hpot		
hp3	Healing Potion		1	0	2		1	0	0													hpot		
hp4	Greater Healing Potion		1	0	2		1	0	0													hpot		
hp5	Super Healing Potion		1	0	2		1	0	0													hpot		
hpf	FLYING POLAR BUFFALO ERROR		1	0	2		2	0	0													hpot		
hpo	FLYING POLAR BUFFALO ERROR		1	0	2		1	0	0													hpot		
hrb	Herb		1	0	2		3	0	0													herb		
hrn	Horn		1	0	2		1	0	0													body		
hrt	Heart		1	0	2		1	0	0													body		
htor	\gold;Heroic Torch		2	0	2		1	0	0													thng		
ibk	Tome of Identify		2	0	2	1	0	0	0													book		
ice	Keep it to thaw Anya\nMalah's Potion		1	0	2		999	0	0										1			ques		
ir01	Quest Item\n\gold;Charged Riftstone (\green;1\gold;)		1	0	2		1	0	0													thng		
ir02	Quest Item\n\gold;Charged Riftstone (\green;2\gold;)		1	0	2		1	0	0													thng		
ir03	Quest Item\n\gold;Charged Riftstone (\green;3\gold;)		1	0	2		1	0	0													thng		
ir04	Quest Item\n\gold;Charged Riftstone (\green;4\gold;)		1	0	2		1	0	0													thng		
ir05	Quest Item\n\gold;Charged Riftstone (\green;5\gold;)		1	0	2		1	0	0													thng		
ir06	Quest Item\n\gold;Charged Riftstone (\orange;1\gold;)		1	0	2		1	0	0													thng		
ir07	Quest Item\n\gold;Charged Riftstone (\orange;2\gold;)		1	0	2		1	0	0													thng		
ir08	Quest Item\n\gold;Charged Riftstone (\orange;3\gold;)		1	0	2		1	0	0													thng		
ir09	Quest Item\n\gold;Charged Riftstone (\orange;4\gold;)		1	0	2		1	0	0													thng		
ir10	Quest Item\n\gold;Charged Riftstone (\orange;5\gold;)		1	0	2		1	0	0													thng		
ir11	Quest Item\n\gold;Charged Riftstone (\red;6\gold;)		1	0	2		1	0	0													thng		
ir12	Quest Item\n\gold;Charged Riftstone (\red;7\gold;)		1	0	2		1	0	0													thng		
ir13	Quest Item\n\gold;Charged Riftstone (\red;8\gold;)		1	0	2		1	0	0													thng		
ir14	Quest Item\n\gold;Charged Riftstone (\red;9\gold;)		1	0	2		1	0	0													thng		
ir15	Quest Item\n\gold;Charged Riftstone (\red;10\gold;)		1	0	2		1	0	0													thng		
ir81	\orange;Occult Effigy\nCelestial Wind		1	0	2		1	0	0													thng		
ir82	\orange;Occult Effigy\nSigil of Absolution		1	0	2		1	0	0													thng		
ir83	\orange;Occult Effigy\nPath of Brutality		1	0	2		1	0	0													thng		
ir84	\orange;Occult Effigy\nEmpyrean Touch		1	0	2		1	0	0													thng		
ir85	\orange;Occult Effigy\nElemental Ire		1	0	2		1	0	0													thng		
ir86	\orange;Occult Effigy\nBreath of Thaumaturgy		1	0	2		1	0	0													thng		
ir87	\orange;Occult Effigy\nElemental Dominion		1	0	2		1	0	0													thng		
ir88	\orange;Occult Effigy\nArcane Hunger		1	0	2		1	0	0													thng		
ir89	\orange;Occult Effigy\nDark Summoning		1	0	2		1	0	0													thng		
ir91	Quest Item\n\gold;Dream Fragment (1)		1	0	2		1	0	0													thng		
ir92	Quest Item\n\gold;Dream Fragment (2)		1	0	2		1	0	0													thng		
ir93	Quest Item\n\gold;Dream Fragment (3)		1	0	2		1	0	0													thng		
ir94	Quest Item\n\gold;Dream Fragment (4)		1	0	2		1	0	0													thng		
ir95	Quest Item\n\gold;Dream Fragment (5)		1	0	2		1	0	0													thng		
ir96	Quest Item\n\gold;Star Chart (1)		1	0	2		1	0	0													thng		
ir97	Quest Item\n\gold;Star Chart (2)		1	0	2		1	0	0													thng		
ir98	Quest Item\n\gold;Star Chart (3)		1	0	2		1	0	0													thng		
ir99	Quest Item\n\gold;Star Chart (4)		1	0	2		1	0	0													thng		
ir9X	Quest Item\n\gold;Completed Star Chart		2	0	2		1	0	0													thng		
isc	Scroll of Identify		1	0	2		0	0	0													scro		
